ExpressionLevel,Gene,Raw Data,Linear Correction,Probabilistic Correction
40,Gene_23,83.50208220427871,71.0611602302223,11.947131740069914
40,Gene_24,90.7245456243349,76.79423151499411,14.278076643966898
40,Gene_25,83.51039145237542,74.44740271491884,12.3465518911121
40,Gene_26,79.83899731961876,70.92840699335271,9.837268965810336
40,Gene_27,90.7856187075264,86.68684654351502,20.9977990304892
40,Gene_28,83.77984778438318,75.1653741104199,13.198204317698355
40,Gene_29,79.29268388285908,72.06112305161537,10.022822471410809
40,Gene_30,88.7411377941364,79.61372304348446,17.396553363364053
40,Gene_31,85.01264952412451,72.52509357130836,12.165662714634955
40,Gene_32,72.21598700628351,64.45732221348044,6.3090199163162195
40,Gene_33,101.38866598398313,93.67810649075726,25.37382567760551
40,Gene_34,78.12329293837612,70.03493590936039,8.622709413087808
40,Gene_35,81.03064127255007,75.24958982117555,9.424018131372474
40,Gene_36,90.12340419960037,80.49463935956666,17.266980412923374
40,Gene_37,83.58914694454936,67.58890093182694,9.340970402909118
40,Gene_38,65.46729234969143,44.44864185974338,25.861866402442196
40,Gene_39,91.11943967024521,79.14961906934931,16.053191830164007
40,Gene_40,78.28295262115316,63.550131219921205,7.89595060201701
40,Gene_41,94.44748587378521,83.50640971164111,19.21539190534264
40,Gene_42,92.68602264198405,81.8074890819772,19.55833769256849
40,Gene_43,70.02897746226198,36.61638656976605,79.7742843051706
40,Gene_44,98.59618564750241,87.78155541590587,19.9027851908862
40,Gene_45,88.34810891604263,76.92330171009834,15.609969760200288
40,Gene_46,66.92644098574053,36.600814188706,85.01570729158041
40,Gene_47,88.76716616579316,76.71572010815926,15.438826782441806
40,Gene_48,75.41899710157622,64.36909389286771,7.470759195883462
80,Gene_1,91.20491991201067,81.65885766614636,17.93835789490974
80,Gene_2,87.4455394446575,77.21862869961606,14.834091341675148
80,Gene_3,88.07969377906993,78.6950089417507,16.32614370195073
80,Gene_4,94.62528748514897,86.14384446896065,20.792110826285374
80,Gene_5,98.90918001696924,87.43046875138643,24.69615628163823
80,Gene_6,85.92483687586275,76.50166572908475,16.134185251540508
80,Gene_7,96.70004791053606,88.36318314262591,22.090162104454436
80,Gene_8,74.17754040631844,64.91935641432295,7.5486007164934
80,Gene_9,64.62982499607259,43.67522004402986,15.868088416502191
80,Gene_10,81.67328376397401,73.26792128502038,11.721860112614895
80,Gene_11,83.30069423262901,73.95817547333576,13.219350891984533
80,Gene_12,95.38761691643498,85.09446979672624,20.67468721426444
80,Gene_13,85.40730629773452,76.46843036127407,13.913317834703085
80,Gene_14,91.33263535134483,78.90709179546366,15.669573806540612
80,Gene_15,72.93264449312268,59.131315820443895,5.366969328909614
80,Gene_16,76.64504268333963,64.20292795690851,8.683073192658759
80,Gene_17,86.5395788918782,75.66242342085367,14.52903805374044
80,Gene_18,66.89499957568604,42.344462093766815,21.475632572414774
80,Gene_19,86.10480113898242,77.31233622653015,14.78995010585336
80,Gene_20,84.37838574682367,74.58012498613078,13.037877343602352
80,Gene_21,90.11961532120881,81.7770404361863,19.833330928204017
80,Gene_22,92.2618877370363,81.7650755444735,19.668012242791722
80,Gene_23,81.9766031659126,70.42419014779112,10.832813760036414
80,Gene_24,93.06839179457931,82.5370277972532,20.255315333896494
80,Gene_25,93.6030733978997,82.90344218929827,19.387628746865683
80,Gene_26,84.01203753743144,74.26984354846996,12.467017640773431
80,Gene_27,93.24525678316593,83.56607992878207,20.204195868087247
80,Gene_28,87.62340768900401,77.69128639607325,17.646022630446577
80,Gene_29,79.6495139465801,71.80135017105347,11.482879485499097
80,Gene_30,85.40185984462377,78.09168871200039,18.168003909073136
80,Gene_31,82.3993433953996,73.51158360895073,10.930991299761157
80,Gene_32,76.08426178779357,64.82388047018739,7.737552991584298
80,Gene_33,98.31655855846422,90.17483432256579,26.118095247984908
80,Gene_34,77.38533963717084,66.39386534394905,8.262544255362386
80,Gene_35,82.07335683119678,71.10965319988071,12.059755345049826
80,Gene_36,91.34678646646816,82.53195319162984,16.94624359446547
80,Gene_37,81.68132167125893,69.05120525982323,9.226236833148608
80,Gene_38,66.10444778586306,37.272513206560745,28.95435241282287
80,Gene_39,95.62342906001916,86.77004317127619,23.370415958465436
80,Gene_40,79.38205596291272,72.48356620128655,10.916362592478324
80,Gene_41,90.3964602076386,79.22776860312601,16.714810718358777
80,Gene_42,102.42647903626442,90.20179391754621,23.9270123519438
80,Gene_43,69.08715899427544,36.97357025418286,79.53142703505213
80,Gene_44,86.12682062230937,76.45978033319369,15.246690475023259
80,Gene_45,87.46402358062464,78.80613935877389,16.146087337538976
80,Gene_46,67.53497648333354,37.36861096157355,86.26423868292956
80,Gene_47,93.59816793455224,83.65603456766527,19.34782944778268
80,Gene_48,77.11227411803142,65.20703735438465,8.611679675474026
160,Gene_1,90.38679950934186,79.70024422992509,17.409515165111973
160,Gene_2,93.25266755309404,81.92508745454246,20.769623613429413
160,Gene_3,81.99919283117788,71.51138752390781,13.267003108057033
160,Gene_4,85.05796962185832,75.71366799026758,15.838746864451188
160,Gene_5,94.58836991977788,83.87374365267037,20.24283522000936
160,Gene_6,86.61950362854563,75.66488690602989,15.353680377699078
160,Gene_7,95.23724698676403,86.84652275561125,22.514158148092037
160,Gene_8,78.42755919988201,68.8263365069709,10.283992352319428
160,Gene_9,61.421147676368335,38.98176557411889,18.13175650644444
160,Gene_10,77.85167681030474,67.76424591842857,9.484497181949992
160,Gene_11,87.08184195959052,77.26840803626035,17.26659379327758
160,Gene_12,92.8689910788355,82.99468872228559,18.767803385777476
160,Gene_13,82.60676019207035,71.84492767778349,11.470879404075433
160,Gene_14,99.42849923050395,89.26075257295376,26.33214711263371
160,Gene_15,76.13427847679873,66.2432444699705,7.4026421228474835
160,Gene_16,76.95091955550234,65.35737193254265,7.939563510168904
160,Gene_17,87.37914337149394,77.47332756179662,16.224962247929287
160,Gene_18,68.88309801814087,45.87352520352695,20.526045787753556
160,Gene_19,80.51579205688336,71.16908233707838,12.737240009088795
160,Gene_20,83.34174717576856,72.89458020661358,11.845769417618206
160,Gene_21,88.46508933430846,79.79014104415938,21.49063826215437
160,Gene_22,85.94194379719286,77.31451525834603,18.827685666386095
160,Gene_23,82.95024743160909,73.41713720980655,13.235352506844004
160,Gene_24,89.03258110312657,78.60849860333667,17.207019608308496
160,Gene_25,93.23698383352166,82.88237260582252,20.700208692915677
160,Gene_26,84.49543040101051,75.69786986422272,12.271553201255207
160,Gene_27,91.6745482871475,81.61236840081955,20.6278067253661
160,Gene_28,84.4824334625877,74.77465943469613,15.619403456109568
160,Gene_29,78.90619676513398,66.49869789908144,9.041888557819789
160,Gene_30,89.29309535875308,79.58735052396281,18.28640604507258
160,Gene_31,78.9584017122062,67.85712884800819,9.38047800370923
160,Gene_32,81.00317578788818,70.81663464313982,10.823442605046608
160,Gene_33,95.43628001850163,84.58844013323588,20.444443647214975
160,Gene_34,78.0137195498354,64.60386738100914,8.491042893892327
160,Gene_35,83.33523117541317,73.46353454813517,12.421365379213007
160,Gene_36,88.36659038209984,78.68503684186014,17.318296246240166
160,Gene_37,81.40740001757261,72.81450074180718,13.03532794626907
160,Gene_38,62.2263033583631,36.0338096331209,30.226967295891527
160,Gene_39,92.27734132554173,81.95827556447804,20.563494436328853
160,Gene_40,75.54430952702008,66.26566762128886,8.62472310501526
160,Gene_41,82.61684352373393,73.15618395848699,13.665735789530869
160,Gene_42,97.16541133487128,86.66782336869527,23.359734863734808
160,Gene_43,62.793709390564224,34.7681190986449,81.68723741498957
160,Gene_44,85.15101669941174,77.23222117421815,15.5248240112153
160,Gene_45,84.78073403202964,75.12592180352908,14.052383712018813
160,Gene_46,68.03082115589766,36.949537310759524,86.05763026285337
160,Gene_47,93.94763097343747,83.85246715463418,20.13303392475138
160,Gene_48,71.03608233429041,60.25155229682587,6.580986355221929
